memory file = ../riscvn.mem
program counter = 0000000c(12)
stack address = 4096
debugtype = 3
ram[00000000]  = 00000417(32) ; 00000000 -> 00000417 
ram[00000694]  = 00000000(32) ; 00000000 -> 00000000 
ram[00000698]  = 00000313(32) ; 00000000 -> 00000313 
ram[0000069c]  = 00090067(32) ; 00000000 -> 00090067 
ram[000006a0]  = 00000000(32) ; 00000000 -> 00000000 
ram[000006a4]  = 00000417(32) ; 00000000 -> 00000417 
ram[000006a8]  = 00000313(32) ; 00000000 -> 00000313 
ram[000006ac]  = 00100013(32) ; 00000000 -> 00100013 
ram[000006b0]  = fe0312e3(32) ; 00000000 -> fe0312e3 
ram[000006b4]  = 00000417(32) ; 00000000 -> 00000417 
ram[000006b8]  = 00000997(32) ; 00000000 -> 00000997 
ram[000006bc]  = 00298967(32) ; 00000000 -> 00298967 
ram[000006c8]  = 02ff6f3b(32) ; 00000000 -> 02ff6f3b 
ram[000006d4]  = 00000073(32) ; 00000000 -> 00000073 
ram[000006d8]  = 00100073(32) ; 00000000 -> 00100073 
ram[000006dc]  = 00000000(32) ; 00000000 -> 00000000 
: pc -> 0000000c(12) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000000 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000000c] -> 00000333
[INST] inst fetched from 0000000c -> 00000333
[REGREG] 00000333 : rd 6, rs1 0(00000000), rs2 0(00000000), funct3 0, funct7 0
: pc -> 00000010(16) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000000 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000010] -> 00000417
[INST] inst fetched from 00000010 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000014(20) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000010 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000014] -> 68031063
[INST] inst fetched from 00000014 -> 68031063
[BRANCH] 68031063 : rs1 6(00000000), rs2 0(00000000), funct3 1, brimm 680
: pc -> 00000018(24) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000010 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000018] -> 00030463
[INST] inst fetched from 00000018 -> 00030463
[BRANCH] 00030463 : rs1 6(00000000), rs2 0(00000000), funct3 0, brimm 8
: pc -> 00000020(32) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000010 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000020] -> 00000333
[INST] inst fetched from 00000020 -> 00000333
[REGREG] 00000333 : rd 6, rs1 0(00000000), rs2 0(00000000), funct3 0, funct7 0
: pc -> 00000024(36) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000010 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000024] -> 000003b3
[INST] inst fetched from 00000024 -> 000003b3
[REGREG] 000003b3 : rd 7, rs1 0(00000000), rs2 0(00000000), funct3 0, funct7 0
: pc -> 00000028(40) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000010 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000028] -> 00000417
[INST] inst fetched from 00000028 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000002c(44) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000028 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000002c] -> 66731463
[INST] inst fetched from 0000002c -> 66731463
[BRANCH] 66731463 : rs1 6(00000000), rs2 7(00000000), funct3 1, brimm 668
: pc -> 00000030(48) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000028 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000030] -> 00730463
[INST] inst fetched from 00000030 -> 00730463
[BRANCH] 00730463 : rs1 6(00000000), rs2 7(00000000), funct3 0, brimm 8
: pc -> 00000038(56) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000000 : t2 -> 00000000 : 
: s0 -> 00000028 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000038] -> 00100313
[INST] inst fetched from 00000038 -> 00100313
[REGIMM] 00100313 : rd 6, rs1 0(00000000), funct3 0, funct7 0, imm 1
: pc -> 0000003c(60) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000000 : 
: s0 -> 00000028 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000003c] -> 000303b3
[INST] inst fetched from 0000003c -> 000303b3
[REGREG] 000303b3 : rd 7, rs1 6(00000001), rs2 0(00000000), funct3 0, funct7 0
: pc -> 00000040(64) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000028 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000040] -> 00000417
[INST] inst fetched from 00000040 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000044(68) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000040 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000044] -> 64731863
[INST] inst fetched from 00000044 -> 64731863
[BRANCH] 64731863 : rs1 6(00000001), rs2 7(00000001), funct3 1, brimm 650
: pc -> 00000048(72) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000040 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000048] -> 00000417
[INST] inst fetched from 00000048 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000004c(76) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000048 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000004c] -> 64639463
[INST] inst fetched from 0000004c -> 64639463
[BRANCH] 64639463 : rs1 7(00000001), rs2 6(00000001), funct3 1, brimm 648
: pc -> 00000050(80) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000048 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000050] -> 00000417
[INST] inst fetched from 00000050 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000054(84) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000050 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000054] -> 6463c063
[INST] inst fetched from 00000054 -> 6463c063
[BRANCH] 6463c063 : rs1 7(00000001), rs2 6(00000001), funct3 4, brimm 640
: pc -> 00000058(88) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000050 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000058] -> 00000417
[INST] inst fetched from 00000058 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000005c(92) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000058 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000005c] -> 62734c63
[INST] inst fetched from 0000005c -> 62734c63
[BRANCH] 62734c63 : rs1 6(00000001), rs2 7(00000001), funct3 4, brimm 638
: pc -> 00000060(96) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000058 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000060] -> 00000417
[INST] inst fetched from 00000060 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000064(100) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000060 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000064] -> 6263c863
[INST] inst fetched from 00000064 -> 6263c863
[BRANCH] 6263c863 : rs1 7(00000001), rs2 6(00000001), funct3 4, brimm 630
: pc -> 00000068(104) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000060 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000068] -> 00000417
[INST] inst fetched from 00000068 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000006c(108) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000068 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000006c] -> 62736463
[INST] inst fetched from 0000006c -> 62736463
[BRANCH] 62736463 : rs1 6(00000001), rs2 7(00000001), funct3 6, brimm 628
: pc -> 00000070(112) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000068 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000070] -> 00000417
[INST] inst fetched from 00000070 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000074(116) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000070 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000074] -> 6263e063
[INST] inst fetched from 00000074 -> 6263e063
[BRANCH] 6263e063 : rs1 7(00000001), rs2 6(00000001), funct3 6, brimm 620
: pc -> 00000078(120) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000070 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000078] -> 00000417
[INST] inst fetched from 00000078 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000007c(124) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000078 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000007c] -> 00730463
[INST] inst fetched from 0000007c -> 00730463
[BRANCH] 00730463 : rs1 6(00000001), rs2 7(00000001), funct3 0, brimm 8
: pc -> 00000084(132) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000078 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000084] -> 00000417
[INST] inst fetched from 00000084 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000088(136) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000084 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000088] -> 00735463
[INST] inst fetched from 00000088 -> 00735463
[BRANCH] 00735463 : rs1 6(00000001), rs2 7(00000001), funct3 5, brimm 8
: pc -> 00000090(144) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000001 : t2 -> 00000001 : 
: s0 -> 00000084 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000090] -> 00000417
[INST] inst fetched from 00000090 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000094(148) :
